Number,Timestamp,Gender,Age,Breed,Household Cats,Housing,Area,Ext,Obs,Shy,Calm,Scared,Intelligent,Vigilent,Persistent,Affectionate,Friendly,Solitary,Rough,Dominant,Aggressive,Impulsive,Predictable,Distracted,Abundance,PredBirds,PredMamm,Additional Comments
175,285,1,1,3,1,0,1,0,2,3,4,5,3,4,3,5,5,1,1,1,5,1,4,4,1,0,0,263
1520,497,2,0,3,2,2,0,1,3,1,3,1,4,2,4,4,4,1,1,3,1,2,3,2,2,0,0,124
2961,515,1,3,3,2,1,1,0,2,1,2,1,5,5,5,5,5,2,2,4,1,1,4,3,3,0,0,263
65,770,1,0,3,2,2,2,0,2,4,4,3,4,5,4,4,4,4,1,3,3,3,4,4,0,0,0,198
1691,1500,1,3,3,2,3,2,2,2,1,4,1,4,4,4,4,4,2,4,1,4,2,1,2,0,1,1,292
2816,830,1,1,3,3,2,1,1,2,1,4,2,5,4,5,5,5,4,1,3,2,2,4,2,1,0,0,198
277,1046,2,2,3,0,2,1,2,2,1,3,1,4,4,4,5,4,3,1,4,2,3,2,4,2,4,4,292
1520,770,2,2,3,2,0,1,1,3,1,3,1,4,2,4,4,4,1,1,3,1,2,3,2,1,0,0,124
1122,1046,1,1,3,5,2,0,0,2,2,4,1,4,4,3,5,5,3,3,3,1,3,4,3,0,0,0,124
1122,830,1,0,3,0,3,1,0,2,2,4,1,4,4,3,5,5,3,3,3,1,3,4,3,0,0,0,198
103,651,1,0,3,0,2,1,0,2,5,5,3,4,5,3,4,1,4,3,4,3,4,4,3,1,0,0,238
3143,1531,1,1,10,1,2,1,2,1,5,5,4,2,3,1,5,3,4,1,1,1,2,3,4,0,0,0,98
810,1426,1,3,10,0,2,1,2,1,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,2,1,1,292
2888,1035,2,3,10,1,1,2,0,1,1,5,3,1,1,1,5,5,1,2,3,3,3,5,5,0,0,0,125
3058,1424,2,2,10,2,2,2,0,1,3,5,2,3,2,2,5,2,1,1,1,1,1,5,4,0,0,0,292
1399,1234,2,3,10,5,3,0,0,2,1,5,1,5,4,4,5,5,2,1,2,1,1,5,2,2,0,0,292
2383,1494,2,3,10,1,2,1,1,2,1,4,3,5,4,5,5,4,3,2,2,1,5,1,4,1,0,0,292
3097,1496,1,2,10,1,1,2,1,2,1,3,1,5,1,5,3,5,1,1,3,1,1,5,5,0,0,0,102
217,1395,2,3,10,2,0,0,0,3,1,4,1,4,4,4,5,5,3,1,3,1,1,2,3,3,0,0,292
4,1005,1,3,10,1,0,2,0,2,1,4,2,5,3,2,3,4,3,1,2,2,4,2,3,3,1,0,292
2889,1036,2,3,10,0,1,2,2,2,4,4,3,4,4,4,4,4,2,3,3,3,3,2,3,0,0,0,292
2964,1202,2,3,10,2,3,2,2,2,4,4,1,5,5,5,5,2,1,1,1,1,1,4,4,0,0,0,117
1535,1527,1,0,10,5,2,1,0,3,1,4,1,3,4,5,5,4,1,1,1,1,1,4,4,2,0,0,292
3120,26,1,0,10,0,1,2,0,2,1,4,1,3,1,4,5,5,2,1,1,1,1,5,5,0,0,0,292
1366,1163,2,0,10,0,2,1,0,3,1,4,3,4,4,4,4,4,1,1,1,3,2,4,3,2,0,0,292
197,1283,1,1,10,0,0,2,0,3,4,4,3,4,4,4,3,2,4,1,1,1,1,4,2,3,0,0,292
3055,1410,1,2,10,1,1,0,1,2,1,4,1,4,4,4,4,4,1,1,1,1,4,2,4,0,0,0,292
3027,1361,1,0,10,1,1,2,1,3,2,2,1,5,2,3,3,5,1,1,1,1,1,3,3,0,0,0,292
1412,1264,2,3,10,1,3,2,1,2,5,4,2,3,1,1,3,3,1,1,3,1,1,1,5,2,0,0,292
2945,1150,1,0,10,0,1,2,1,1,5,4,3,4,5,2,1,1,5,1,1,3,2,4,4,0,0,0,119
194,1272,2,0,10,0,0,2,0,3,1,3,1,4,4,4,5,5,1,3,4,3,4,4,2,3,0,0,292
3108,1530,2,3,10,0,1,2,0,2,3,4,4,4,5,3,4,2,4,1,1,3,2,3,4,0,0,0,292
2895,1045,1,2,10,1,0,2,0,2,3,5,3,4,2,4,4,5,2,1,3,1,1,4,4,0,0,0,292
2185,1032,1,0,10,0,3,1,0,1,1,3,3,4,4,4,5,2,2,1,1,3,2,3,5,1,0,0,292
1487,1434,1,3,10,2,2,1,0,1,2,5,2,5,5,3,4,4,3,2,3,1,2,4,3,2,0,0,292
2341,1390,2,3,10,1,2,1,0,3,1,4,2,4,4,4,4,4,1,4,4,3,2,4,2,1,0,0,173
2915,1088,1,3,10,0,0,2,0,2,2,5,3,4,4,4,4,3,2,1,1,1,1,4,5,0,0,0,292
2982,1236,2,2,10,0,1,2,1,1,1,4,3,3,2,2,5,5,1,1,1,1,1,5,5,0,0,0,116
1403,1246,1,0,10,1,2,1,0,3,4,2,3,5,4,2,4,4,1,1,1,2,4,5,5,2,0,0,267
1565,57,2,0,10,2,2,1,0,2,2,4,4,4,2,3,5,5,1,1,4,1,1,4,4,2,0,0,292
3134,60,1,3,10,1,1,2,1,1,2,5,2,4,1,3,5,5,1,1,1,1,1,5,3,0,0,1,292
2366,1436,2,3,10,0,0,2,0,1,2,3,5,4,4,4,4,4,2,3,3,2,4,4,3,1,0,0,292
163,1118,1,3,10,0,2,2,0,2,2,5,3,4,5,3,4,4,3,1,3,2,2,4,4,3,0,0,292
239,21,1,3,10,2,1,0,0,3,1,4,2,4,3,4,4,4,1,1,1,1,1,4,3,3,0,0,292
3124,35,1,3,10,0,1,0,2,2,1,4,1,4,2,4,4,3,4,1,5,5,3,5,3,0,0,0,292
2423,43,2,3,10,0,3,2,2,2,3,4,3,4,5,3,5,5,2,1,1,1,1,4,3,1,0,0,292
2428,135,1,0,10,0,3,0,1,3,1,5,3,5,4,4,5,4,1,1,1,3,1,5,5,1,0,0,292
2171,1000,1,3,10,0,2,1,2,2,3,5,3,5,5,5,5,4,2,1,3,1,3,4,3,1,0,0,197
2882,1010,2,3,10,1,1,1,0,2,2,5,3,4,3,5,5,5,1,1,1,3,2,5,5,0,0,0,125
2414,18,1,2,10,1,2,2,0,2,4,5,3,2,3,3,2,3,4,1,1,1,1,3,3,1,0,0,292
2297,1303,1,0,10,0,3,0,1,2,4,4,2,5,4,4,4,3,2,1,1,1,1,4,4,1,0,0,181
2280,1282,1,1,10,0,0,1,0,2,4,2,4,2,4,4,2,3,2,1,1,4,4,3,4,1,0,0,292
3104,1522,1,2,10,0,1,2,0,2,3,3,2,4,4,3,2,3,4,3,3,4,3,4,2,0,0,0,100
2413,17,2,0,10,1,2,2,0,2,1,3,1,5,2,4,5,5,1,1,1,1,1,3,3,1,0,0,292
2235,1169,2,3,10,3,3,2,2,2,1,5,1,2,2,4,4,2,2,1,4,5,3,3,1,1,0,0,292
2198,1067,1,0,10,0,1,2,1,2,1,5,3,3,1,4,4,5,1,5,3,3,1,5,5,1,0,0,194
2263,1242,1,2,10,0,0,0,0,2,3,4,2,5,4,4,5,4,2,3,2,3,4,4,4,1,0,0,185
2886,1017,2,0,10,0,1,2,2,2,5,5,3,5,5,4,4,1,2,1,1,1,1,3,2,0,0,0,292
78,555,2,2,10,1,1,2,0,3,4,5,5,4,5,5,5,5,1,1,1,1,1,5,5,3,0,0,292
2202,1072,1,3,10,1,1,2,2,1,3,3,2,3,2,2,3,3,1,1,3,3,3,3,2,1,0,0,292
2989,1257,1,3,10,1,1,2,1,2,5,5,5,3,5,4,3,1,3,1,1,3,1,1,2,0,0,2,292
2943,1147,2,3,10,0,1,2,2,2,4,5,3,5,2,4,4,5,2,1,1,3,2,2,2,0,0,0,292
1556,40,1,0,10,2,2,1,0,3,5,5,1,3,4,4,5,5,1,1,1,1,1,4,4,2,0,0,292
1478,1403,1,2,10,0,2,1,0,3,5,5,4,4,4,4,5,1,2,1,1,1,1,2,2,2,0,0,292
3016,1338,2,0,10,0,0,2,0,3,1,5,1,3,4,3,5,5,1,1,1,1,2,4,3,0,0,0,292
2416,25,2,3,10,1,3,0,0,2,2,5,3,5,3,5,4,5,1,1,4,1,2,5,4,1,0,0,292
1515,1498,1,2,10,3,2,1,0,3,1,5,2,5,4,3,4,5,2,1,2,2,2,4,3,2,0,0,292
1428,1299,1,0,10,0,2,1,1,2,2,3,1,5,4,4,4,5,1,1,2,1,3,4,5,2,0,0,292
2046,702,2,0,10,0,3,2,1,2,1,5,2,4,4,4,5,5,1,1,3,2,1,3,4,1,0,0,292
229,1502,1,3,10,1,0,1,0,2,4,4,2,5,3,3,5,4,5,2,3,2,4,4,4,3,0,0,292
182,1214,1,3,10,2,1,0,0,3,1,4,1,5,2,3,5,5,2,1,1,1,1,5,4,3,0,0,292
200,1305,1,0,10,0,2,1,0,2,4,4,3,4,5,4,5,4,1,1,1,3,2,5,5,3,0,0,292
1319,1044,1,3,10,0,2,1,1,2,2,5,3,3,2,1,3,3,4,1,2,3,2,4,2,2,0,0,292
2885,1016,2,0,10,1,1,0,1,1,3,5,1,4,1,3,3,3,4,1,2,1,1,2,1,0,0,0,292
167,1130,1,3,10,4,3,1,0,3,5,5,5,4,5,4,4,3,4,1,1,1,2,3,2,3,0,0,292
2316,1333,2,0,10,0,3,2,0,2,1,5,3,5,5,5,5,5,3,1,1,1,1,1,3,1,0,0,179
2941,1145,1,3,10,0,1,2,1,2,2,4,3,4,2,4,2,4,1,1,1,3,1,4,2,0,0,0,119
2193,1055,1,2,10,0,0,0,0,2,4,5,3,4,3,2,4,3,1,1,2,2,1,5,4,1,0,0,263
1934,481,1,3,10,1,3,0,1,2,5,4,3,3,4,2,4,2,3,1,1,1,3,4,1,1,0,0,215
2377,1478,2,3,10,4,3,1,1,2,1,2,1,3,2,3,3,3,3,2,3,2,3,3,2,1,0,0,292
3102,1509,2,0,10,0,1,2,0,2,1,4,3,4,2,4,5,5,1,3,2,3,4,5,5,0,0,0,292
1548,19,0,2,10,2,3,1,0,2,3,4,2,4,4,4,4,4,1,3,2,2,2,4,3,2,0,0,292
1375,1191,1,3,10,0,3,2,1,1,1,5,3,5,5,5,5,5,2,1,4,3,1,5,5,2,0,0,292
1553,33,1,3,10,0,2,1,0,2,2,4,3,4,4,4,4,4,2,1,1,3,4,4,4,2,0,0,292
1512,1492,1,3,10,1,2,1,1,1,1,5,4,4,4,4,4,4,3,1,1,1,1,4,3,2,0,0,292
1560,48,1,2,10,1,3,1,1,2,1,3,3,4,4,4,4,4,1,1,2,1,1,4,3,2,0,1,292
726,1093,2,3,10,0,3,1,2,2,4,5,3,4,2,4,4,2,2,1,3,4,2,3,3,2,1,3,74
2324,1346,1,0,10,2,3,2,0,2,1,2,1,4,4,5,5,5,1,1,4,1,1,3,4,1,0,0,292
2920,1107,2,0,10,0,1,2,1,3,1,2,3,4,4,4,4,4,4,4,4,3,4,4,4,0,0,0,292
1576,102,1,3,10,5,2,2,0,3,2,5,1,5,5,4,5,5,1,1,3,3,2,3,3,2,0,0,292
488,1193,1,3,10,1,3,1,2,2,4,4,4,3,4,3,3,1,3,1,2,1,1,5,2,2,2,2,292
3084,1469,2,0,10,1,1,2,2,2,1,4,2,2,1,1,1,5,2,1,2,1,1,1,2,0,0,0,292
2175,1003,2,0,10,0,2,1,0,2,2,4,3,5,4,5,5,2,2,1,2,3,2,4,5,1,0,0,292
156,1075,1,0,10,0,2,1,0,2,1,4,3,4,5,5,4,4,1,1,3,3,4,2,2,3,0,0,292
2812,883,2,2,10,0,1,2,0,2,2,5,2,4,2,2,5,4,1,1,1,1,1,4,5,0,0,0,292
2181,1026,2,3,10,1,2,1,0,2,1,5,1,5,2,5,5,5,1,1,3,1,1,5,5,1,0,0,292
2427,125,1,2,10,0,3,0,0,2,2,3,2,3,2,4,3,4,2,1,2,2,2,4,4,1,0,0,292
150,1020,1,3,10,1,0,2,0,2,2,5,3,5,4,5,5,5,4,1,4,3,1,4,3,3,0,0,292
2904,1061,2,3,10,0,3,0,0,3,1,4,3,4,1,5,5,4,1,2,4,3,2,4,4,0,0,0,292
240,62,1,0,10,0,0,0,0,2,2,3,3,5,4,4,5,4,2,2,2,2,2,3,3,3,0,0,292
2424,47,1,0,10,0,2,1,1,2,1,5,1,5,4,5,5,5,1,1,2,1,1,3,4,1,0,0,292
1216,847,1,1,10,0,3,1,1,3,3,5,4,5,5,5,5,2,3,1,5,4,2,4,4,2,0,0,14
2179,1023,1,3,10,1,2,1,0,2,4,4,3,5,4,1,2,3,2,1,4,1,1,5,4,1,0,0,292
1566,63,2,2,10,1,2,1,0,3,1,5,1,1,4,3,5,5,1,1,4,1,3,5,1,2,0,0,292
3044,1392,2,2,10,1,2,1,0,3,4,4,3,4,4,4,4,2,2,1,1,1,1,4,3,0,0,0,110
2411,13,1,3,10,5,2,0,0,3,1,4,1,4,4,3,4,4,1,1,1,1,1,3,1,1,0,0,292
222,1412,2,0,10,0,0,2,0,3,1,4,3,4,4,4,4,4,1,1,3,3,1,3,1,3,0,0,292
2200,1071,2,3,10,1,3,1,1,2,2,5,4,5,4,3,5,5,1,1,2,2,3,4,3,1,0,0,193
2910,1073,1,1,10,1,1,2,1,2,3,5,4,4,3,3,3,3,4,1,2,2,1,4,2,0,0,0,292
1554,37,2,0,10,0,3,1,1,3,2,4,4,3,1,1,4,4,2,1,1,3,1,3,4,2,0,0,292
2420,34,1,3,10,2,3,0,0,2,1,4,1,3,2,4,5,4,2,2,3,2,2,4,4,1,0,0,292
1829,203,1,3,10,4,3,1,0,3,2,1,2,1,1,1,1,2,2,2,1,1,2,2,1,1,0,0,292
1454,1347,1,2,10,1,2,1,1,2,3,3,1,1,1,1,3,3,3,1,1,3,1,3,3,2,0,2,281
2894,1042,2,0,10,1,1,2,2,2,1,4,1,4,4,4,4,3,1,1,4,2,2,3,4,0,0,0,292
2415,23,2,3,10,1,3,1,2,3,1,5,2,5,2,3,5,5,1,1,2,1,1,5,2,1,0,1,292
1550,22,2,2,10,0,3,0,0,2,1,4,1,4,2,5,4,5,2,1,4,1,1,5,2,2,0,0,292
1368,1174,1,0,10,0,2,0,0,2,1,4,3,5,3,3,5,3,1,1,1,3,3,4,1,2,0,0,286
729,1115,1,3,10,2,1,1,2,2,2,4,2,5,5,4,5,5,2,1,1,1,2,2,4,2,1,1,292
3025,1353,2,0,10,0,1,2,0,3,2,3,2,4,3,4,4,4,1,1,2,1,3,4,4,0,0,0,292
1352,1129,2,3,10,2,2,1,2,2,3,5,2,5,5,4,5,2,3,1,4,3,2,2,4,2,0,1,292
1501,1476,1,2,10,4,3,0,0,2,1,3,3,3,3,3,3,3,1,1,1,1,1,2,2,2,0,0,292
2936,1137,2,0,10,0,3,0,0,2,2,5,3,4,4,4,2,4,4,1,2,3,4,5,5,0,0,0,292
63,473,2,3,10,1,2,1,0,2,2,5,3,5,4,3,1,4,2,1,2,1,1,5,5,3,0,0,84
2924,1116,2,3,10,2,1,2,0,2,2,5,1,5,3,2,4,2,4,1,5,1,1,3,4,0,0,1,120
1318,1037,2,2,10,1,2,2,0,3,4,5,3,4,4,4,5,4,1,1,2,2,4,4,4,2,0,0,292
1549,20,1,2,10,4,3,2,0,3,1,2,1,2,2,2,2,2,1,1,1,1,1,1,2,2,0,0,292
3137,94,1,3,10,1,3,0,2,2,4,4,4,5,5,5,5,4,2,1,3,3,3,3,3,0,0,0,292
2952,1172,1,2,10,0,1,2,0,2,2,4,3,4,4,4,4,4,2,1,3,3,1,4,4,0,0,0,292
3028,1365,1,0,10,0,3,2,2,2,3,3,2,5,3,3,5,5,1,1,1,1,1,3,5,0,0,0,292
2947,1152,2,0,10,1,3,1,1,3,1,2,2,4,2,2,5,5,1,1,2,3,1,2,2,0,0,0,292
2400,1529,2,0,10,1,2,1,0,3,1,4,1,5,3,4,5,5,1,1,1,1,2,5,3,1,0,1,168
1367,1166,1,3,10,1,0,2,0,2,1,2,1,5,4,4,5,5,1,1,1,1,1,4,3,2,0,0,292
183,1219,2,0,10,0,0,2,0,2,1,3,3,4,2,5,5,5,1,1,3,3,4,4,4,3,0,0,292
2425,53,2,0,10,0,1,0,0,3,4,3,1,4,1,3,5,4,1,1,1,1,4,4,3,1,0,0,292
3125,38,1,3,10,1,3,1,0,2,1,3,2,5,5,3,4,4,1,1,3,2,2,4,3,0,0,0,292
3076,1455,2,2,10,1,1,0,2,2,3,5,2,3,4,3,5,4,2,1,1,1,1,4,3,0,0,0,106
1047,540,1,3,10,2,2,1,0,2,1,4,3,4,4,4,4,1,4,1,4,3,4,2,4,2,0,0,266
3126,41,1,0,10,0,1,2,0,3,2,5,1,5,1,5,2,4,1,1,1,1,5,5,5,0,0,0,292
2990,1259,2,3,10,1,1,2,1,3,1,1,5,5,5,4,5,5,1,5,5,5,5,1,4,0,0,0,292
2067,752,1,0,10,1,3,2,0,2,4,3,3,5,5,5,4,5,1,1,2,3,3,4,4,1,0,0,292
2998,1274,2,3,10,3,1,2,1,2,1,5,1,5,4,4,5,5,1,1,1,1,1,3,4,0,0,0,113
190,1245,1,3,10,0,0,2,0,2,4,5,1,3,4,2,5,4,2,1,1,1,1,3,3,3,0,0,292
1564,55,2,3,10,3,3,1,1,2,1,5,2,2,2,3,5,5,1,2,3,1,3,4,3,2,0,0,292
2893,1040,1,3,10,1,1,1,1,3,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,0,0,0,292
1559,46,1,3,10,0,2,0,0,3,3,5,3,4,4,4,5,4,2,1,1,1,1,1,3,2,0,0,292
2422,36,2,0,10,0,1,2,0,2,1,2,3,4,2,2,5,5,3,2,2,3,2,2,4,1,0,0,292
1455,1352,1,2,10,1,2,1,2,3,2,4,3,4,4,4,4,3,2,1,1,1,1,4,3,2,0,0,292
2987,1248,1,2,10,1,1,0,2,2,1,3,1,5,4,5,4,5,1,3,5,3,2,5,5,0,0,0,115
2960,1187,1,3,10,0,1,2,1,2,3,4,3,5,5,4,5,1,4,1,1,3,4,5,2,0,0,0,292
2192,1053,1,2,10,0,1,0,1,2,2,5,2,5,4,5,5,4,4,1,1,1,1,5,3,1,0,0,292
1557,42,1,3,10,1,2,1,2,2,1,5,1,4,3,2,5,5,2,1,1,1,1,3,4,2,0,0,292
3094,1490,2,0,10,0,1,0,0,2,1,5,3,4,5,3,4,4,4,1,1,2,4,3,1,0,0,0,292
157,1076,1,0,10,0,0,2,0,2,1,4,1,5,1,4,5,5,1,1,1,1,1,5,3,3,0,0,292
2237,1176,1,2,10,0,1,2,0,2,1,3,3,4,4,3,3,3,2,1,1,1,2,3,3,1,0,0,292
2991,1263,2,3,10,1,0,2,0,2,1,2,1,2,2,2,5,5,2,2,4,1,3,4,4,0,0,0,114
1563,52,1,0,10,0,2,1,0,2,1,5,4,5,5,5,5,5,2,1,1,1,1,4,3,2,0,0,292
2911,1079,1,0,10,0,3,0,0,3,2,4,3,4,3,4,5,5,2,2,3,3,2,4,2,0,0,0,292
3132,51,2,0,10,0,1,2,0,2,1,4,3,4,5,5,4,5,1,1,2,3,4,4,4,0,0,0,292
1309,1011,2,3,10,1,2,0,0,1,3,4,1,4,4,3,5,4,2,1,3,1,2,2,3,2,0,0,292
2346,1398,1,2,10,0,3,2,1,3,1,4,4,5,4,4,4,4,1,1,5,4,4,3,4,1,0,0,292
158,1080,2,2,10,1,2,1,0,3,2,4,1,3,3,2,3,3,3,1,2,2,1,3,3,3,0,0,292
1617,1510,1,0,13,0,3,0,2,2,4,4,1,5,5,4,5,3,1,1,1,1,1,4,1,0,2,1,292
253,1523,1,0,13,4,2,1,3,2,5,4,5,5,5,4,5,1,5,1,1,1,1,5,3,3,4,4,210
2301,1001,2,2,13,2,3,1,2,2,1,4,2,4,3,4,5,5,3,1,3,1,2,4,4,2,0,0,3
1997,1311,2,3,13,4,1,0,0,2,5,4,4,4,5,4,5,1,2,1,1,2,2,3,3,0,0,0,210
1760,825,2,0,13,4,1,1,1,3,2,4,2,4,4,4,5,4,1,1,2,2,2,4,2,3,1,0,3
2784,1311,1,3,13,3,3,2,1,2,4,4,2,4,4,4,4,4,2,2,3,2,2,4,2,2,0,0,227
1617,61,1,0,13,5,2,2,2,2,4,4,1,5,5,4,5,3,1,1,1,1,1,4,1,1,2,1,212
604,11,1,1,13,1,0,0,1,3,1,4,2,4,4,4,4,4,3,3,3,3,4,3,4,2,1,1,4
2479,1445,2,0,13,0,1,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,4
359,1200,2,0,13,5,3,2,2,2,1,3,1,5,5,5,5,5,3,1,3,1,3,3,5,2,3,4,4
1997,1523,1,0,13,2,0,0,0,2,5,4,4,4,5,4,5,1,2,1,1,2,2,3,3,0,0,0,227
1997,1311,2,3,13,5,2,1,0,2,5,4,4,4,5,4,5,1,2,1,1,2,2,3,3,3,0,0,210
371,604,2,0,13,4,2,0,2,2,4,4,1,1,1,5,5,1,3,1,4,3,4,3,1,0,3,2,246
2784,980,1,1,13,5,1,0,1,2,4,4,2,4,4,4,4,4,2,2,3,2,2,4,2,3,0,0,246
1327,811,1,2,13,5,0,2,0,2,1,5,2,5,5,4,4,2,4,1,4,1,1,4,2,2,0,0,230
1760,1183,1,1,13,3,1,2,1,3,2,4,2,4,4,4,5,4,1,1,2,2,2,4,2,1,1,0,230
371,825,2,1,13,1,0,1,2,2,4,4,1,1,1,5,5,1,3,1,4,3,4,3,1,1,3,2,230
1196,1083,2,3,13,0,3,2,3,2,3,5,2,4,4,4,3,3,4,1,1,3,1,3,3,2,0,0,4
3116,290,2,0,13,0,2,2,2,3,4,4,4,5,4,2,5,3,2,1,2,4,2,4,5,1,0,0,202
2784,825,1,0,13,2,2,2,1,2,4,4,2,4,4,4,4,4,2,2,3,2,2,4,2,3,0,0,202
1171,604,1,0,13,2,3,0,0,1,2,3,2,4,4,4,5,5,3,1,4,3,2,4,2,2,0,0,210
371,1523,2,2,13,5,3,0,2,2,4,4,1,1,1,5,5,1,3,1,4,3,4,3,1,2,3,2,4
2022,74,1,2,13,5,3,1,0,3,4,4,4,5,5,5,5,4,2,1,4,3,3,4,2,2,0,0,230
154,1418,1,1,13,5,0,0,0,3,1,3,1,5,5,5,5,5,1,1,3,1,1,5,3,2,0,0,246
1171,569,1,1,13,5,3,1,0,1,2,3,2,4,4,4,5,5,3,1,4,3,2,4,2,0,0,0,196
825,1182,2,1,13,0,3,0,1,3,3,2,3,1,1,1,1,1,3,3,3,3,3,1,2,2,1,1,202
2784,604,2,1,13,0,0,1,1,2,4,4,2,4,4,4,4,4,2,2,3,2,2,4,2,0,0,0,212
1098,836,2,3,13,1,0,0,0,2,1,5,1,5,5,5,5,5,1,1,1,1,1,5,4,3,0,0,202
2022,547,1,3,13,5,1,1,0,3,4,4,4,5,5,5,5,4,2,1,4,3,3,4,2,0,0,0,196
604,11,1,0,13,2,2,2,1,3,1,4,2,4,4,4,4,4,3,3,3,3,4,3,4,3,1,1,246
3116,634,2,2,13,1,1,0,2,3,4,4,4,5,4,2,5,3,2,1,2,4,2,4,5,3,0,0,210
2022,1523,1,3,13,1,1,0,0,3,4,4,4,5,5,5,5,4,2,1,4,3,3,4,2,3,0,0,230
445,1445,2,2,13,1,3,2,3,1,4,4,1,3,4,4,3,3,4,2,4,4,4,1,1,1,2,1,202
2395,798,2,2,13,3,0,0,0,2,1,4,1,4,4,4,4,4,2,4,4,3,4,4,3,1,0,0,246
708,836,2,0,13,0,3,2,2,2,4,4,5,5,5,4,4,5,4,5,5,5,5,4,1,2,1,1,210
708,604,1,0,13,5,3,2,2,2,4,4,5,5,5,4,4,5,4,5,5,5,5,4,1,2,1,1,227
1861,1182,2,3,13,0,0,2,2,3,3,3,4,5,5,5,4,4,3,2,3,3,4,2,4,2,0,1,246
825,836,2,2,13,5,0,2,1,3,3,2,3,1,1,1,1,1,3,3,3,3,3,1,2,0,1,1,292
825,1510,1,0,13,5,3,0,1,3,3,2,3,1,1,1,1,1,3,3,3,3,3,1,2,3,1,1,210
2355,825,1,3,13,2,0,2,1,2,2,5,5,5,5,5,5,3,4,1,1,5,1,3,3,3,0,0,227
2301,1083,1,3,13,5,2,2,2,2,1,4,2,4,3,4,5,5,3,1,3,1,2,4,4,2,0,0,292
2301,1001,2,1,13,0,2,2,2,2,1,4,2,4,3,4,5,5,3,1,3,1,2,4,4,3,0,0,202
2479,660,1,1,13,1,1,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,196
2022,569,2,1,13,2,0,2,0,3,4,4,4,5,5,5,5,4,2,1,4,3,3,4,2,0,0,0,3
359,11,2,3,13,2,1,1,2,2,1,3,1,5,5,5,5,5,3,1,3,1,3,3,5,1,3,4,227
253,822,1,1,13,0,0,2,3,2,5,4,5,5,5,4,5,1,5,1,1,1,1,5,3,3,4,4,292
445,1182,2,3,13,5,2,1,3,1,4,4,1,3,4,4,3,3,4,2,4,4,4,1,1,2,2,1,196
1196,604,1,2,13,4,0,2,3,2,3,5,2,4,4,4,3,3,4,1,1,3,1,3,3,1,0,0,196
1372,604,2,2,13,3,2,1,2,1,1,2,3,4,3,3,4,4,2,5,1,2,3,4,3,3,0,0,246
2479,1445,1,0,13,0,1,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,230
1617,569,2,2,13,4,0,2,2,2,4,4,1,5,5,4,5,3,1,1,1,1,1,4,1,0,2,1,246
2784,798,1,1,13,1,1,2,1,2,4,4,2,4,4,4,4,4,2,2,3,2,2,4,2,2,0,0,210
180,1462,1,3,13,5,1,2,0,2,2,1,3,5,5,5,4,4,3,4,4,3,4,3,3,1,0,0,4
1617,1418,2,2,13,5,2,2,2,2,4,4,1,5,5,4,5,3,1,1,1,1,1,4,1,2,2,1,3
2438,1001,1,1,13,3,2,1,0,2,3,4,2,3,4,2,4,3,1,1,2,2,1,3,3,0,1,1,212
1327,1462,2,1,13,0,2,0,0,2,1,5,2,5,5,4,4,2,4,1,4,1,1,4,2,2,0,0,292
445,822,2,1,13,2,3,2,3,1,4,4,1,3,4,4,3,3,4,2,4,4,4,1,1,2,2,1,292
825,811,2,0,13,5,1,2,1,3,3,2,3,1,1,1,1,1,3,3,3,3,3,1,2,3,1,1,210
2173,1083,1,1,13,5,2,2,0,3,2,4,5,5,5,5,5,4,1,1,2,2,3,5,3,0,0,0,212
2438,569,2,3,13,2,3,0,0,2,3,4,2,3,4,2,4,3,1,1,2,2,1,3,3,1,1,1,230
604,1083,2,1,13,4,3,0,1,3,1,4,2,4,4,4,4,4,3,3,3,3,4,3,4,3,1,1,202
180,1445,2,2,13,2,0,0,0,2,2,1,3,5,5,5,4,4,3,4,4,3,4,3,3,3,0,0,210
604,74,2,1,13,4,3,1,1,3,1,4,2,4,4,4,4,4,3,3,3,3,4,3,4,3,1,1,3
2784,798,2,3,13,3,2,0,1,2,4,4,2,4,4,4,4,4,2,2,3,2,2,4,2,2,0,0,292
1171,61,1,1,13,4,2,1,0,1,2,3,2,4,4,4,5,5,3,1,4,3,2,4,2,0,0,0,212
253,74,2,3,13,1,2,2,3,2,5,4,5,5,5,4,5,1,5,1,1,1,1,5,3,1,4,4,202
825,1001,1,3,13,3,0,1,1,3,3,2,3,1,1,1,1,1,3,3,3,3,3,1,2,1,1,1,227
2301,74,1,2,13,4,0,2,2,2,1,4,2,4,3,4,5,5,3,1,3,1,2,4,4,3,0,0,246
825,569,2,3,13,3,1,2,1,3,3,2,3,1,1,1,1,1,3,3,3,3,3,1,2,1,1,1,196
1617,634,2,0,13,1,2,0,2,2,4,4,1,5,5,4,5,3,1,1,1,1,1,4,1,1,2,1,212
2022,1510,2,2,13,0,3,0,0,3,4,4,4,5,5,5,5,4,2,1,4,3,3,4,2,2,0,0,4
1760,1182,1,2,13,5,2,1,1,3,2,4,2,4,4,4,5,4,1,1,2,2,2,4,2,2,1,0,4
